,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
2133,2015-03-15,2015,Child 44,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,1224330,6779891,8004221.0,March
2137,2015-01-13,2015,Blackhat,Thriller/Suspense,Live Action,Contemporary Fiction,70000000,8005980,11659024,19665004.0,January
2139,2014-12-12,2014,Seventh Son,Adventure,Live Action,Fantasy,95000000,17725785,91149182,108874967.0,December
2140,2014-04-16,2014,Transcendence,Thriller/Suspense,Live Action,Science Fiction,100000000,23022309,80016949,103039258.0,April
2147,2014-12-10,2014,The Hobbit: The Battle of the Five Armies,Adventure,Live Action,Fantasy,250000000,255119788,690457833,945577621.0,December
2150,2017-03-31,2017,Free Fire,Action,Live Action,Historical Fiction,10000000,1799322,1994417,3793739.0,March
2152,2016-11-11,2016,Shut In,Thriller/Suspense,Live Action,Fantasy,10000000,6900335,4460330,11360665.0,November
2153,2016-03-30,2016,Everybody Wants Some,Comedy,Live Action,Historical Fiction,10000000,3400278,2036848,5437126.0,March
2155,2016-02-05,2016,Misconduct,Thriller/Suspense,Live Action,Contemporary Fiction,11000000,0,2352511,2352511.0,February
2156,2015-11-20,2015,Carol,Drama,Live Action,Historical Fiction,11800000,12711491,30132030,42843521.0,November
2157,2015-10-01,2015,The Dressmaker,Drama,Live Action,Contemporary Fiction,11900000,2022115,22019502,24041617.0,October
2158,2015-11-20,2015,10 Days in a Madhouse,Drama,Live Action,Dramatization,12000000,14616,0,14616.0,November
2161,2015-07-17,2015,Bajrangi Bhaijaan,Action,Live Action,Contemporary Fiction,13000000,8178001,113600346,121778347.0,July
2162,2015-09-11,2015,Eye in the Sky,Thriller/Suspense,Live Action,Contemporary Fiction,13000000,18704596,16698206,35402802.0,September
2163,2015-05-20,2015,Youth,Drama,Live Action,Contemporary Fiction,13000000,2703296,21298277,24001573.0,May
2164,2015-10-16,2015,Room,Drama,Live Action,Contemporary Fiction,13000000,14677674,21585109,36262783.0,October
2166,2015-07-24,2015,The Vatican Tapes,Horror,Live Action,Contemporary Fiction,13000000,1784763,13144421,14929184.0,July
2167,2015-10-15,2015,Woodlawn,Drama,Live Action,Dramatization,13000000,14394097,9606,14403703.0,October
2168,2015-10-23,2015,Scouts Guide to the Zombie Apocalypse,Comedy,Live Action,Fantasy,15000000,3703046,11851809,15554855.0,October
2169,2015-08-27,2015,Cìkè Niè Yinniáng,Drama,Live Action,Historical Fiction,15000000,632542,10647342,11279884.0,August
2170,2016-09-09,2016,The Disappointments Room,Horror,Live Action,Contemporary Fiction,15000000,2423467,1080294,3503761.0,September
2171,2017-02-17,2017,In Dubious Battle,Drama,Live Action,Historical Fiction,15000000,0,214182,214182.0,February
2172,2015-12-03,2015,Chiamatemi Francesco - Il papa della gente,Drama,Live Action,Dramatization,15000000,0,3925769,3925769.0,December
2173,2016-11-04,2016,Bleed for This,Drama,Live Action,Dramatization,16000000,5083906,1520020,6603926.0,November
2174,2016-03-10,2016,The Young Messiah,Drama,Live Action,Dramatization,16800000,6469813,843884,7313697.0,March
2175,2016-06-10,2016,Genius,Drama,Live Action,Dramatization,17000000,1361045,5904238,7265283.0,June
2176,2016-02-12,2016,Midnight Special,Drama,Live Action,Science Fiction,18000000,3712282,3967968,7680250.0,February
2178,2016-01-14,2016,Norm of the North,Adventure,Digital Animation,Kids Fiction,18000000,17062499,13473161,30535660.0,January
2180,2015-10-01,2015,Regression,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,55039,15769335,15824374.0,October
2181,2016-02-19,2016,Triple 9,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,12639297,13304495,25943792.0,February
2182,2015-11-13,2015,My All-American,Drama,Live Action,Dramatization,20000000,2246000,0,2246000.0,November
2183,2015-11-12,2015,By the Sea,Drama,Live Action,Historical Fiction,20000000,538460,3189286,3727746.0,November
2184,2015-05-21,2015,Survivor,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,0,1703281,1703281.0,May
2185,2015-10-14,2015,Secret in Their Eyes,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,20180155,12427864,32608019.0,October
2186,2016-08-26,2016,Hands of Stone,Drama,Live Action,Dramatization,20000000,4712792,319183,5031975.0,August
2187,2017-01-31,2017,Bitter Harvest,Drama,Live Action,Historical Fiction,21000000,557241,48921,606162.0,January
2188,2015-09-03,2015,The Transporter Refueled,Action,Live Action,Contemporary Fiction,22000000,16029670,53668825,69698495.0,September
2190,2016-02-26,2016,Eddie the Eagle,Drama,Live Action,Dramatization,23000000,15789389,29271091,45060480.0,February
2191,2017-07-13,2017,Tulip Fever,Drama,Live Action,Historical Fiction,25000000,2455635,4337133,6792768.0,July
2192,2015-02-05,2015,Shaun the Sheep,Adventure,Stop-Motion Animation,Kids Fiction,25000000,19375982,82549179,101925161.0,February
2195,2015-08-06,2015,The 33,Drama,Live Action,Dramatization,25000000,12227722,16172993,28400715.0,August
2196,2015-07-10,2015,Self/Less,Thriller/Suspense,Live Action,Science Fiction,26000000,12279691,21387628,33667319.0,July
2197,2016-02-04,2016,Pride and Prejudice and Zombies,Black Comedy,Live Action,Science Fiction,28000000,10907291,5731009,16638300.0,February
2198,2015-08-19,2015,American Ultra,Black Comedy,Live Action,Contemporary Fiction,28000000,14439985,15855043,30295028.0,August
2199,2020-10-09,2020,Collide,Action,Live Action,Contemporary Fiction,29200000,2280004,3186694,5466698.0,October
2200,2015-10-09,2015,Steve Jobs,Drama,Live Action,Dramatization,30000000,17766658,17812349,35579007.0,October
2202,2016-04-07,2016,Criminal,Action,Live Action,Science Fiction,31500000,14708696,24062566,38771262.0,April
2203,2015-10-30,2015,Freaks of Nature,Black Comedy,Live Action,Fantasy,33000000,70958,0,70958.0,October
2204,2016-02-24,2016,The Brothers Grimsby,Comedy,Live Action,Contemporary Fiction,35000000,6864016,21856454,28720470.0,February
2205,2017-05-05,2017,The Lovers,Adventure,Live Action,Historical Fiction,35000000,0,53899,53899.0,May
2206,2016-04-22,2016,A Hologram for the King,Drama,Live Action,Contemporary Fiction,35000000,4212494,7633516,11846010.0,April
2207,2015-09-30,2015,The Walk,Drama,Live Action,Dramatization,35000000,10161183,51035862,61197045.0,September
2208,2015-09-03,2015,Queen of the Desert,Drama,Live Action,Dramatization,36000000,0,1578543,1578543.0,September
2210,2015-02-16,2015,The Gunman,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,10664749,7929478,18594227.0,February
2211,2015-07-10,2015,Baahubali: The Beginning,Action,Live Action,Historical Fiction,40000000,6738000,19998665,26736665.0,July
2213,2016-11-10,2016,Billy Lynn’s Long Halftime Walk,Drama,Live Action,Historical Fiction,40000000,1738477,28491925,30230402.0,November
2214,2015-04-08,2015,Pourquoi j'ai pas mangé mon père,Adventure,Digital Animation,Kids Fiction,42000000,0,15451663,15451663.0,April
2215,2016-09-15,2016,Snowden,Drama,Live Action,Dramatization,50000000,21587519,13793399,35380918.0,September
2216,2016-06-24,2016,Free State of Jones,Drama,Live Action,Historical Fiction,50000000,20810036,2427216,23237252.0,June
2217,2016-01-13,2016,13 Hours: The Secret Soldiers of Benghazi,Drama,Live Action,Dramatization,50000000,52853219,16558151,69411370.0,January
2218,2015-12-25,2015,Daddy’s Home,Comedy,Live Action,Contemporary Fiction,50000000,150357137,92400000,242757137.0,December
2219,2015-07-16,2015,Zhuo yao ji,Adventure,Live Action,Fantasy,56000000,32766,359462825,359495591.0,July
2221,2015-01-21,2015,Mortdecai,Adventure,Live Action,Contemporary Fiction,60000000,7696134,22700000,30396134.0,January
2222,2016-01-22,2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,Action,Live Action,Fantasy,60000000,709982,193348521,194058503.0,January
2225,2015-02-19,2015,Tian jiang xiong shi,Action,Live Action,Historical Fiction,65000000,74070,122445804,122519874.0,February
2226,2016-12-25,2016,Live by Night,Drama,Live Action,Historical Fiction,65000000,10378555,11395877,21774432.0,December
2229,2015-07-29,2015,The Little Prince,Adventure,Digital Animation,Kids Fiction,77500000,1311213,100717706,102028919.0,July
2231,2016-04-06,2016,The Huntsman: Winter’s War,Action,Live Action,Fantasy,115000000,48003015,117146287,165149302.0,April
2232,2016-06-01,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Adventure,Animation/Live Action,Super Hero,135000000,82051601,163276773,245328374.0,June
2234,2015-07-23,2015,Mission: Impossible—Rogue Nation,Action,Live Action,Contemporary Fiction,150000000,195042377,493816615,688858992.0,July
2244,2016-09-09,2016,Kicks,Adventure,Live Action,Contemporary Fiction,10000000,150191,0,150191.0,September
2245,2016-06-08,2016,Don’t Breathe,Horror,Live Action,Contemporary Fiction,10000000,89217875,69755810,158973685.0,June
2246,2016-10-14,2016,Max Steel,Action,Live Action,Science Fiction,10000000,3818664,744416,4563080.0,October
2247,2016-09-15,2016,Blair Witch,Horror,Live Action,Contemporary Fiction,10000000,20777061,18208516,38985577.0,September
2248,2017-05-25,2017,Churchill,Drama,Live Action,Dramatization,10000000,1279681,6302515,7582196.0,May
2249,2016-09-09,2016,The Birth of a Nation,Drama,Live Action,Dramatization,10000000,15861566,1029445,16891011.0,September
2250,2018-06-14,2018,Gotti,Drama,Live Action,Dramatization,10000000,4286367,1802733,6089100.0,June
2251,2016-09-30,2016,Denial,Drama,Live Action,Dramatization,10000000,4073448,5190492,9263940.0,September
2253,2017-03-06,2017,Unforgettable,Thriller/Suspense,Live Action,Contemporary Fiction,12000000,11368012,4853199,16221211.0,March
2254,2020-09-15,2020,Wish Upon,Horror,Live Action,Contemporary Fiction,12000000,14301505,9175840,23477345.0,September
2255,2016-07-27,2016,Operation Chromite,Action,Live Action,Historical Fiction,12700000,1022720,48173812,49196532.0,July
2256,2016-09-13,2016,The Founder,Drama,Live Action,Dramatization,15000000,12786053,11617139,24403192.0,September
2257,2016-04-21,2016,Keanu,Comedy,Live Action,Contemporary Fiction,15000000,20591853,96288,20688141.0,April
2258,2017-04-27,2017,The Circle,Thriller/Suspense,Live Action,Science Fiction,18000000,20497844,20154020,40651864.0,April
2259,2016-11-25,2016,Miss Sloane,Drama,Live Action,Contemporary Fiction,18000000,3500605,4219025,7719630.0,November
2260,2017-01-27,2017,T2: Trainspotting,Drama,Live Action,Contemporary Fiction,18000000,2402004,39689258,42091262.0,January
2261,2016-04-14,2016,I Am Wrath,Action,Live Action,Contemporary Fiction,18000000,0,309608,309608.0,April
2263,2016-04-13,2016,Ratchet and Clank,Adventure,Digital Animation,Kids Fiction,20000000,8813410,5552229,14365639.0,April
2264,2017-11-03,2017,LBJ,Drama,Live Action,Dramatization,20000000,2468683,38498,2507181.0,November
2267,2016-10-21,2016,Tyler Perry’s Boo! A Madea Halloween,Comedy,Live Action,Contemporary Fiction,20000000,73206343,0,73206343.0,October
2268,2017-03-31,2017,The Zookeeper’s Wife,Drama,Live Action,Dramatization,20000000,17445186,8863563,26308749.0,March
2269,2016-11-09,2016,The History of Love,Drama,Live Action,Historical Fiction,20000000,0,476624,476624.0,November
2270,2016-06-03,2016,Popstar: Never Stop Never Stopping,Comedy,Live Action,Contemporary Fiction,20000000,9496130,40990,9537120.0,June
2271,2017-05-19,2017,Diary of a Wimpy Kid: The Long Haul,Adventure,Live Action,Contemporary Fiction,22000000,20738724,14870853,35609577.0,May
2272,2016-11-04,2016,Nocturnal Animals,Thriller/Suspense,Live Action,Contemporary Fiction,22500000,10663357,21735324,32398681.0,November
2274,2017-01-19,2017,A Dog’s Purpose,Drama,Live Action,Contemporary Fiction,25000000,64321890,139349735,203671625.0,January
2275,2017-01-16,2017,CHiPS,Action,Live Action,Contemporary Fiction,25000000,18600152,4590140,23190292.0,January
2276,2017-12-21,2017,Father Figures,Comedy,Live Action,Contemporary Fiction,25000000,17501244,3537197,21038441.0,December
2277,2016-04-28,2016,Mother’s Day,Romantic Comedy,Live Action,Contemporary Fiction,25000000,32492859,19874163,52367022.0,April
2278,2016-11-23,2016,Rules Don’t Apply,Romantic Comedy,Live Action,Historical Fiction,26700000,3652206,219242,3871448.0,November
2280,2016-10-15,2016,The Lost City of Z,Action,Live Action,Dramatization,30000000,8574339,8547484,17121823.0,October
2282,2015-12-09,2015,Bilal: A New Breed of Hero,Adventure,Digital Animation,Dramatization,30000000,490973,157626,648599.0,December
2283,2017-01-26,2017,The Space Between Us,Drama,Live Action,Science Fiction,30000000,7885294,8596111,16481405.0,January
2284,2017-08-25,2017,Birth of the Dragon,Action,Live Action,Historical Fiction,31000000,6901965,318525,7220490.0,August
2285,2016-03-04,2016,Whiskey Tango Foxtrot,Comedy,Live Action,Dramatization,35000000,23083334,2267413,25350747.0,March
2286,2016-09-14,2016,Bridget Jones’s Baby,Romantic Comedy,Live Action,Contemporary Fiction,35000000,24139805,181682883,205822688.0,September
2287,2016-09-22,2016,USS Indianapolis: Men of Courage,Drama,Live Action,Dramatization,40000000,0,1663785,1663785.0,September
2289,2016-08-25,2016,Mechanic: Resurrection,Action,Live Action,Contemporary Fiction,40000000,21218403,88520437,109738840.0,August
2292,2016-01-01,2016,A Monster Calls,Drama,Live Action,Fantasy,43000000,3740823,42673707,46414530.0,January
2296,2016-07-13,2016,The Infiltrator,Thriller/Suspense,Live Action,Dramatization,47500000,15436808,5281296,20718104.0,July
2298,2016-07-08,2016,Rock Dog,Adventure,Digital Animation,Kids Fiction,60000000,9420546,14727942,24148488.0,July
2299,2016-02-08,2016,Mei Ren Yu,Romantic Comedy,Live Action,Science Fiction,60720000,3229457,551287214,554516671.0,February
2300,2016-08-10,2016,Pete’s Dragon,Adventure,Animation/Live Action,Kids Fiction,65000000,76233151,61535824,137768975.0,August
2302,2017-08-21,2017,Renegades,Action,Live Action,Contemporary Fiction,77500000,0,1521672,1521672.0,August
2306,2016-12-02,2016,The Promise,Drama,Live Action,Historical Fiction,90000000,8224288,2327129,10551417.0,December
2307,2016-09-28,2016,Miss Peregrine’s Home for Peculiar Children,Adventure,Animation/Live Action,Fantasy,110000000,87242834,208744042,295986876.0,September
2310,2016-12-21,2016,Assassin’s Creed,Action,Live Action,Science Fiction,125000000,54647948,186111734,240759682.0,December
2322,2017-05-23,2017,Pirates of the Caribbean: Dead Men Tell No Tales,Adventure,Live Action,Fantasy,230000000,172558876,615682261,788241137.0,May
2330,2017-11-10,2017,"Three Billboards Outside Ebbing, Missouri",Black Comedy,Live Action,Contemporary Fiction,12000000,54513740,105678175,160191915.0,November
2331,2017-10-13,2017,Marshall,Drama,Live Action,Dramatization,12000000,10051659,65157,10116816.0,October
2335,2018-06-07,2018,Hotel Artemis,Thriller/Suspense,Live Action,Science Fiction,15000000,6708137,6050662,12758799.0,June
2336,2018-06-13,2018,Superfly,Action,Live Action,Contemporary Fiction,16000000,20537137,186444,20723581.0,June
2338,2018-06-01,2018,Action Point,Comedy,Live Action,Contemporary Fiction,19000000,5059608,44067,5103675.0,June
2340,2017-09-28,2017,Flatliners,Thriller/Suspense,Live Action,Science Fiction,20000000,16883115,28290623,45173738.0,September
2341,2017-10-20,2017,Tyler Perry’s Boo 2! A Madea Halloween,Comedy,Live Action,Contemporary Fiction,20000000,47319572,560000,47879572.0,October
2342,2018-10-11,2018,Suspiria,Horror,Live Action,Historical Fiction,20000000,2483472,4203796,6687268.0,October
2345,2017-10-26,2017,Thank You for Your Service,Drama,Live Action,Dramatization,20000000,9479390,505926,9985316.0,October
2347,2017-12-01,2017,Just Getting Started,Comedy,Live Action,Contemporary Fiction,22000000,6069605,686807,6756412.0,December
2348,2017-11-17,2017,"Roman J. Israel, Esq.",Drama,Live Action,Contemporary Fiction,22000000,11962712,1004300,12967012.0,November
2350,2017-09-05,2017,Battle of the Sexes,Drama,Live Action,Dramatization,25000000,12638526,5806853,18445379.0,September
2351,2018-10-12,2018,Beautiful Boy,Drama,Live Action,Contemporary Fiction,25000000,7634767,3954994,11589761.0,October
2355,2017-01-01,2017,Molly’s Game,Drama,Live Action,Dramatization,30000000,28780744,24515680,53296424.0,January
2356,2017-09-13,2017,mother!,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,17800004,24731072,42531076.0,September
2358,2018-08-29,2018,Kin,Action,Live Action,Science Fiction,30000000,5718096,4378725,10096821.0,August
2361,2017-08-16,2017,The Hitman’s Bodyguard,Action,Live Action,Contemporary Fiction,30000000,75468583,97310084,172778667.0,August
2363,2018-01-12,2018,Proud Mary,Action,Live Action,Contemporary Fiction,30000000,20868638,840901,21709539.0,January
2366,2017-10-12,2017,The Snowman,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,6670765,36555381,43226146.0,October
2369,2018-09-19,2018,The Sisters Brothers,Western,Live Action,Historical Fiction,38000000,3143056,7227660,10370716.0,September
2370,2017-09-22,2017,Only the Brave,Drama,Live Action,Dramatization,38000000,18340051,6215126,24555177.0,September
2372,2018-02-28,2018,The Hurricane Heist,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,6115824,24847860,30963684.0,February
2373,2018-10-25,2018,The Girl in the Spider’s Web,Thriller/Suspense,Live Action,Contemporary Fiction,43000000,14828555,20151149,34979704.0,October
